,Domain,Phylum,Class,Order,Family,Genus,species,FamGenSpASV,PhyOrdFam
ASV122,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; ASV122,Bacteroidota; Sphingobacteriales; Sphingobacteriaceae
ASV123,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,Rhizobiales; Rhizobiaceae; Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; ASV123,Proteobacteria; Rhizobiales; Rhizobiaceae
ASV124,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,Sphingobacteriales; Sphingobacteriaceae; Pedobacter; ASV124,Bacteroidota; Sphingobacteriales; Sphingobacteriaceae
ASV125,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Amnibacterium,uncultured_bacterium,Micrococcales; Microbacteriaceae; Amnibacterium; uncultured_bacterium; ASV125,Actinobacteriota; Micrococcales; Microbacteriaceae
ASV126,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,,uncultured_Ktedobacteria,Ktedonobacterales; Ktedonobacteraceae; uncultured_Ktedobacteria; ASV126,Chloroflexi; Ktedonobacterales; Ktedonobacteraceae
ASV127,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,,Rhodobacterales; Rhodobacteraceae; Planktomarina; ASV127,Proteobacteria; Rhodobacterales; Rhodobacteraceae
ASV128,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,metagenome,Rhizobiales; Devosiaceae; Devosia; metagenome; ASV128,Proteobacteria; Rhizobiales; Devosiaceae
ASV129,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,,Rubrobacterales; Rubrobacteriaceae; Rubrobacter; ASV129,Actinobacteriota; Rubrobacterales; Rubrobacteriaceae
ASV130,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,Burkholderiales; Comamonadaceae; ASV130,Proteobacteria; Burkholderiales; Comamonadaceae
ASV131,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae,uncultured_bacterium,Fimbriimonadales; Fimbriimonadaceae; Fimbriimonadaceae; uncultured_bacterium; ASV131,Armatimonadota; Fimbriimonadales; Fimbriimonadaceae
ASV132,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,Sphingobacteriales; Sphingobacteriaceae; Pedobacter; ASV132,Bacteroidota; Sphingobacteriales; Sphingobacteriaceae
ASV133,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas_diminuta,Caulobacterales; Caulobacteraceae; Brevundimonas; Brevundimonas_diminuta; ASV133,Proteobacteria; Caulobacterales; Caulobacteraceae
ASV134,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,,,,Frankiales; ASV134,Actinobacteriota; Frankiales
ASV135,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,Corynebacteriales; Mycobacteriaceae; Mycobacterium; ASV135,Actinobacteriota; Corynebacteriales; Mycobacteriaceae
ASV136,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,,Cytophagales; Spirosomaceae; Dyadobacter; ASV136,Bacteroidota; Cytophagales; Spirosomaceae
ASV137,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,Rhizobiales; Xanthobacteraceae; ASV137,Proteobacteria; Rhizobiales; Xanthobacteraceae
ASV138,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,,Bacteroidales; Dysgonomonadaceae; Dysgonomonas; ASV138,Bacteroidota; Bacteroidales; Dysgonomonadaceae
ASV139,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,uncultured_Actinomycetales,Actinomycetales; Actinomycetaceae; Actinomyces; uncultured_Actinomycetales; ASV139,Actinobacteriota; Actinomycetales; Actinomycetaceae
ASV140,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured_bacterium,Acetobacterales; Acetobacteraceae; Acidiphilium; uncultured_bacterium; ASV140,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV141,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,Sphingomonadales; Sphingomonadaceae; Sphingobium; ASV141,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV142,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,,Chlamydiales; Parachlamydiaceae; Neochlamydia; ASV142,Verrucomicrobiota; Chlamydiales; Parachlamydiaceae
ASV143,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,,Rhizobiales; Beijerinckiaceae; Bosea; ASV143,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV144,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Knoellia,,Micrococcales; Intrasporangiaceae; Knoellia; ASV144,Actinobacteriota; Micrococcales; Intrasporangiaceae
ASV145,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,,Rhizobiales; Devosiaceae; Devosia; ASV145,Proteobacteria; Rhizobiales; Devosiaceae
ASV146,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,,Corynebacteriales; Nocardiaceae; Rhodococcus; ASV146,Actinobacteriota; Corynebacteriales; Nocardiaceae
ASV147,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,,,Micrococcales; Intrasporangiaceae; ASV147,Actinobacteriota; Micrococcales; Intrasporangiaceae
ASV148,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,,,Rhizobiales; Devosiaceae; ASV148,Proteobacteria; Rhizobiales; Devosiaceae
ASV149,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_bacterium,Isosphaerales; Isosphaeraceae; Tundrisphaera; uncultured_bacterium; ASV149,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV150,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,,Microtrichales; Microtrichaceae; IMCC26207; ASV150,Actinobacteriota; Microtrichales; Microtrichaceae
ASV151,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,,Paenibacillales; Paenibacillaceae; Paenibacillus; ASV151,Firmicutes; Paenibacillales; Paenibacillaceae
ASV152,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,uncultured_soil,Thermomicrobiales; JG30-KF-CM45; JG30-KF-CM45; uncultured_soil; ASV152,Chloroflexi; Thermomicrobiales; JG30-KF-CM45
ASV153,Bacteria,Firmicutes,Clostridia,,,,,ASV153,Firmicutes
ASV154,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,Rhodobacterales; Rhodobacteraceae; Sulfitobacter; ASV154,Proteobacteria; Rhodobacterales; Rhodobacteraceae
ASV155,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,,,,Frankiales; ASV155,Actinobacteriota; Frankiales
ASV156,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,,Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; ASV156,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV157,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,,Solirubrobacterales; Solirubrobacteraceae; Conexibacter; ASV157,Actinobacteriota; Solirubrobacterales; Solirubrobacteraceae
ASV158,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,,Rhodobacterales; Rhodobacteraceae; Amylibacter; ASV158,Proteobacteria; Rhodobacterales; Rhodobacteraceae
ASV159,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,Sphingomonadales; Sphingomonadaceae; Novosphingobium; ASV159,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV160,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,,Rhizobiales; Beijerinckiaceae; Bosea; ASV160,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV161,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,Exiguobacterium_undae,Exiguobacterales; Exiguobacteraceae; Exiguobacterium; Exiguobacterium_undae; ASV161,Firmicutes; Exiguobacterales; Exiguobacteraceae
ASV162,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,,Alteromonadales; Alteromonadaceae; Glaciecola; ASV162,Proteobacteria; Alteromonadales; Alteromonadaceae
ASV163,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,,Flavobacteriales; Weeksellaceae; Chryseobacterium; ASV163,Bacteroidota; Flavobacteriales; Weeksellaceae
ASV164,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacteriales; Flavobacteriaceae; Flavobacterium; ASV164,Bacteroidota; Flavobacteriales; Flavobacteriaceae
ASV165,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,,Rhizobiales; Beijerinckiaceae; Bosea; ASV165,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV166,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured_bacterium,Acetobacterales; Acetobacteraceae; Acidiphilium; uncultured_bacterium; ASV166,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV167,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,,,Micrococcales; Microbacteriaceae; ASV167,Actinobacteriota; Micrococcales; Microbacteriaceae
ASV168,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,Sphingomonadales; Sphingomonadaceae; Sphingobium; ASV168,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV169,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured_bacterium,Acetobacterales; Acetobacteraceae; Acidiphilium; uncultured_bacterium; ASV169,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV170,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,,Isosphaerales; Isosphaeraceae; ASV170,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV171,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,,Alteromonadales; Colwelliaceae; Colwellia; ASV171,Proteobacteria; Alteromonadales; Colwelliaceae
ASV172,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,,Verrucomicrobiales; Rubritaleaceae; Luteolibacter; ASV172,Verrucomicrobiota; Verrucomicrobiales; Rubritaleaceae
ASV173,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacteriales; Flavobacteriaceae; Flavobacterium; ASV173,Bacteroidota; Flavobacteriales; Flavobacteriaceae
ASV174,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,Sebaldella_termitidis,Fusobacteriales; Leptotrichiaceae; Sebaldella; Sebaldella_termitidis; ASV174,Fusobacteriota; Fusobacteriales; Leptotrichiaceae
ASV175,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,uncultured_bacterium,Gemmatales; Gemmataceae; Zavarzinella; uncultured_bacterium; ASV175,Planctomycetota; Gemmatales; Gemmataceae
ASV176,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadales; Sphingomonadaceae; ASV176,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV177,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,,Rhizobiales; Xanthobacteraceae; Rhodopseudomonas; ASV177,Proteobacteria; Rhizobiales; Xanthobacteraceae
ASV178,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Belnapia,uncultured_bacterium,Acetobacterales; Acetobacteraceae; Belnapia; uncultured_bacterium; ASV178,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV179,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,Sphingobacteriales; Sphingobacteriaceae; Pedobacter; ASV179,Bacteroidota; Sphingobacteriales; Sphingobacteriaceae
ASV180,Bacteria,Firmicutes,Clostridia,,,,,ASV180,Firmicutes
ASV181,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,,,Oceanospirillales; Nitrincolaceae; ASV181,Proteobacteria; Oceanospirillales; Nitrincolaceae
ASV182,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,,,Micrococcales; Intrasporangiaceae; ASV182,Actinobacteriota; Micrococcales; Intrasporangiaceae
ASV183,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,,Alteromonadales; Colwelliaceae; Colwellia; ASV183,Proteobacteria; Alteromonadales; Colwelliaceae
ASV184,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,,Rhizobiales; Rhizobiaceae; Bartonella; ASV184,Proteobacteria; Rhizobiales; Rhizobiaceae
ASV185,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,Lachnospirales; Lachnospiraceae; ASV185,Firmicutes; Lachnospirales; Lachnospiraceae
ASV186,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonadales; Sphingomonadaceae; Sphingomonas; ASV186,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV187,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,,uncultured_bacterium,Cyanobacteriales; Chroococcidiopsaceae; uncultured_bacterium; ASV187,Cyanobacteria; Cyanobacteriales; Chroococcidiopsaceae
ASV188,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,Legionellales; Legionellaceae; Legionella; ASV188,Proteobacteria; Legionellales; Legionellaceae
ASV189,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,,Paenibacillales; Paenibacillaceae; Paenibacillus; ASV189,Firmicutes; Paenibacillales; Paenibacillaceae
ASV190,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured_bacterium,Acetobacterales; Acetobacteraceae; Acidiphilium; uncultured_bacterium; ASV190,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV191,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,,Cytophagales; Spirosomaceae; Dyadobacter; ASV191,Bacteroidota; Cytophagales; Spirosomaceae
ASV192,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,metagenome,Sphingomonadales; Sphingomonadaceae; Sphingopyxis; metagenome; ASV192,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV193,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,,metagenome,Microtrichales; Microtrichaceae; metagenome; ASV193,Actinobacteriota; Microtrichales; Microtrichaceae
ASV194,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,Corynebacteriales; Mycobacteriaceae; Mycobacterium; ASV194,Actinobacteriota; Corynebacteriales; Mycobacteriaceae
ASV195,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,uncultured_marine,Oceanospirillales; Marinomonadaceae; Marinomonas; uncultured_marine; ASV195,Proteobacteria; Oceanospirillales; Marinomonadaceae
ASV196,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,,Frankiales; Nakamurellaceae; Nakamurella; ASV196,Actinobacteriota; Frankiales; Nakamurellaceae
ASV197,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,,Rhizobiales; Devosiaceae; Devosia; ASV197,Proteobacteria; Rhizobiales; Devosiaceae
ASV198,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,,,Micrococcales; Microbacteriaceae; ASV198,Actinobacteriota; Micrococcales; Microbacteriaceae
ASV199,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,uncultured_soil,Thermomicrobiales; JG30-KF-CM45; JG30-KF-CM45; uncultured_soil; ASV199,Chloroflexi; Thermomicrobiales; JG30-KF-CM45
ASV200,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured_bacterium,Myxococcales; Myxococcaceae; P3OB-42; uncultured_bacterium; ASV200,Myxococcota; Myxococcales; Myxococcaceae
ASV201,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,,,Micrococcales; Microbacteriaceae; ASV201,Actinobacteriota; Micrococcales; Microbacteriaceae
ASV202,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,,Corynebacteriales; Nocardiaceae; Nocardia; ASV202,Actinobacteriota; Corynebacteriales; Nocardiaceae
ASV203,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_bacterium,Isosphaerales; Isosphaeraceae; Tundrisphaera; uncultured_bacterium; ASV203,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV204,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella,uncultured_bacterium,Cyanobacteriales; Chroococcidiopsaceae; Aliterella; uncultured_bacterium; ASV204,Cyanobacteria; Cyanobacteriales; Chroococcidiopsaceae
ASV205,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,metagenome,Pirellulales; Pirellulaceae; metagenome; ASV205,Planctomycetota; Pirellulales; Pirellulaceae
ASV206,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,,Paenibacillales; Paenibacillaceae; Paenibacillus; ASV206,Firmicutes; Paenibacillales; Paenibacillaceae
ASV207,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured_Alphaproteobacteria,Acetobacterales; Acetobacteraceae; Acidiphilium; uncultured_Alphaproteobacteria; ASV207,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV208,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Allobranchiibius,,Micrococcales; Dermacoccaceae; Allobranchiibius; ASV208,Actinobacteriota; Micrococcales; Dermacoccaceae
ASV209,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,Rhizobiales; Rhizobiaceae; Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; ASV209,Proteobacteria; Rhizobiales; Rhizobiaceae
ASV210,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,Sphingomonadales; Sphingomonadaceae; Sphingopyxis; ASV210,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV211,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,,Flavobacteriales; Weeksellaceae; Chryseobacterium; ASV211,Bacteroidota; Flavobacteriales; Weeksellaceae
ASV212,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,metagenome,Reyranellales; Reyranellaceae; Reyranella; metagenome; ASV212,Proteobacteria; Reyranellales; Reyranellaceae
ASV213,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Brochothrix,,Lactobacillales; Listeriaceae; Brochothrix; ASV213,Firmicutes; Lactobacillales; Listeriaceae
ASV214,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,,Micrococcales; Micrococcaceae; Micrococcus; ASV214,Actinobacteriota; Micrococcales; Micrococcaceae
ASV215,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,Burkholderiales; Comamonadaceae; ASV215,Proteobacteria; Burkholderiales; Comamonadaceae
ASV216,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovarius,uncultured_bacterium,Acetobacterales; Acetobacteraceae; Rhodovarius; uncultured_bacterium; ASV216,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV217,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonadales; Pseudomonadaceae; Pseudomonas; ASV217,Proteobacteria; Pseudomonadales; Pseudomonadaceae
ASV218,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,,Acetobacterales; Acetobacteraceae; Acidiphilium; ASV218,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV219,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,Legionellales; Legionellaceae; Legionella; ASV219,Proteobacteria; Legionellales; Legionellaceae
ASV220,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,,,Actinomycetales_bacterium,Frankiales; Actinomycetales_bacterium; ASV220,Actinobacteriota; Frankiales
ASV221,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,,Lachnospirales; Lachnospiraceae; Tyzzerella; ASV221,Firmicutes; Lachnospirales; Lachnospiraceae
ASV222,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,uncultured_bacterium,Sphingomonadales; Sphingomonadaceae; Rhizorhapis; uncultured_bacterium; ASV222,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV223,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,,Rhizobiales; Rhizobiaceae; Aminobacter; ASV223,Proteobacteria; Rhizobiales; Rhizobiaceae
ASV224,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,Oceanospirillales; Pseudohongiellaceae; Pseudohongiella; ASV224,Proteobacteria; Oceanospirillales; Pseudohongiellaceae
ASV225,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured_bacterium,Acetobacterales; Acetobacteraceae; Acidiphilium; uncultured_bacterium; ASV225,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV226,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,,Solirubrobacterales; Solirubrobacteraceae; Conexibacter; ASV226,Actinobacteriota; Solirubrobacterales; Solirubrobacteraceae
ASV227,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,Blastococcus_sp.,Frankiales; Geodermatophilaceae; Blastococcus; Blastococcus_sp.; ASV227,Actinobacteriota; Frankiales; Geodermatophilaceae
